stim,c,phase
stimuli/41.png,,test
stimuli/42.png,,test
stimuli/43.png,,test
stimuli/44.png,,test
stimuli/45.png,,test
stimuli/46.png,,test
stimuli/47.png,,test
stimuli/48.png,,test
stimuli/49.png,,test
stimuli/50.png,,test
stimuli/51.png,,test
stimuli/52.png,,test
