stim,c,phase
stimuli/29.png,,test
stimuli/30.png,,test
stimuli/31.png,,test
stimuli/32.png,,test
stimuli/33.png,,test
stimuli/34.png,,test
stimuli/35.png,,test
stimuli/36.png,,test
