stim,c,phase
stimuli/1.png,0,train
stimuli/2.png,0,train
stimuli/3.png,0,train
stimuli/4.png,1,train
stimuli/5.png,1,train
stimuli/6.png,0,train
stimuli/7.png,0,train
stimuli/8.png,0,train
stimuli/9.png,1,train
stimuli/10.png,1,train
stimuli/11.png,1,train
stimuli/12.png,1,train
stimuli/13.png,1,train
stimuli/14.png,0,train
stimuli/15.png,1,train
stimuli/16.png,0,train
stimuli/17.png,0,train
stimuli/18.png,0,train
stimuli/19.png,1,train
stimuli/20.png,1,train
