subj,phase,trial,stim,stim_type,f1,f2,c,resp,corr,rt,f1_is,e_is
x104,learn,565,L15,learn,-1.301064,1.301064,0,0,1,0.45459,size,0
x104,learn,566,L27,learn,1.301064,-1.301064,0,1,0,0.45862,size,0
x104,learn,567,L17,learn,-0.452544,-0.452544,1,1,1,0.329305,size,0
x104,learn,568,L8,learn,1.84,0,0,0,1,0.437265,size,0
x104,learn,569,L20,learn,0.10352,0.38636,1,0,0,0.446305,size,0
x104,learn,570,L14,learn,0.38636,0.10352,1,0,0,0.431775,size,0
x104,learn,571,L30,learn,0,-1.84,0,1,0,0.42865,size,0
x104,learn,572,L1,learn,-0.38636,-0.10352,1,0,0,0.4156,size,0
x104,learn,573,L24,learn,-0.62,1.07384,0,0,1,0.38616,size,0
x104,learn,574,L21,learn,-1.301064,-1.301064,0,1,0,0.35419,size,0
x104,learn,575,L7,learn,-0.10352,0.38636,1,0,0,0.361625,size,0
x104,learn,576,L5,learn,1.07384,0.62,0,0,1,0.400255,size,0
x104,learn,577,L3,learn,0.62,1.07384,0,0,1,0.33641,size,0
x104,learn,578,L21,learn,-1.301064,-1.301064,0,1,0,0.387895,size,0
x104,learn,579,L14,learn,0.38636,0.10352,1,0,0,0.53176,size,0
x104,learn,580,L23,learn,1.301064,1.301064,0,1,0,0.291125,size,0
x104,learn,581,L28,learn,-0.64,0,1,0,0,0.69089,size,0
x104,learn,582,L8,learn,1.84,0,0,0,1,0.42838,size,0
x104,learn,583,L1,learn,-0.38636,-0.10352,1,1,1,0.579595,size,0
x104,learn,584,L27,learn,1.301064,-1.301064,0,1,0,0.451305,size,0
x104,learn,585,L25,learn,-1.07384,-0.62,0,1,0,0.38395,size,0
x104,learn,586,L22,learn,1.07384,-0.62,0,1,0,0.330585,size,0
x104,learn,587,L26,learn,-1.07384,0.62,0,0,1,0.352625,size,0
x104,learn,588,L17,learn,-0.452544,-0.452544,1,1,1,0.407325,size,0
x104,learn,589,L29,learn,-1.84,0,0,0,1,0.6776,size,0
x104,learn,590,L12,learn,0.452544,-0.452544,1,1,1,0.413095,size,0
x104,learn,591,L32,learn,0.10352,-0.38636,1,1,1,0.39993,size,0
x104,learn,592,L13,learn,-0.62,-1.07384,0,1,0,0.29085,size,0
x104,learn,593,L15,learn,-1.301064,1.301064,0,0,1,0.342705,size,0
x104,learn,594,L11,learn,0.64,0,1,0,0,0.58066,size,0
x104,learn,595,L24,learn,-0.62,1.07384,0,0,1,0.382855,size,0
x104,learn,596,L18,learn,-0.38636,0.10352,1,0,0,0.43998,size,0
x104,learn,597,L19,learn,-0.10352,-0.38636,1,1,1,0.45243,size,0
x104,learn,598,L2,learn,0.452544,0.452544,1,0,0,0.393165,size,0
x104,learn,599,L9,learn,0,-0.64,1,1,1,0.34142,size,0
x104,learn,600,L31,learn,0.38636,-0.10352,1,1,1,0.51914,size,0
x104,learn,601,L5,learn,1.07384,0.62,0,0,1,0.5725,size,0
x104,learn,602,L30,learn,0,-1.84,0,1,0,0.30272,size,0
x104,learn,603,L16,learn,0,0.64,1,0,0,0.384845,size,0
x104,learn,604,L20,learn,0.10352,0.38636,1,0,0,0.39571,size,0
x104,learn,605,L10,learn,0,1.84,0,0,1,0.37117,size,0
x104,learn,606,L4,learn,-0.452544,0.452544,1,0,0,0.38656,size,0
x104,learn,607,L7,learn,-0.10352,0.38636,1,0,0,0.334845,size,0
x104,learn,608,L6,learn,0.62,-1.07384,0,1,0,0.33204,size,0
x104,learn,609,L29,learn,-1.84,0,0,0,1,0.619845,size,0
x104,learn,610,L13,learn,-0.62,-1.07384,0,1,0,0.311105,size,0
x104,learn,611,L15,learn,-1.301064,1.301064,0,0,1,0.330155,size,0
x104,learn,612,L28,learn,-0.64,0,1,0,0,0.31511,size,0
x104,learn,613,L24,learn,-0.62,1.07384,0,0,1,0.326655,size,0
x104,learn,614,L2,learn,0.452544,0.452544,1,0,0,0.373745,size,0
x104,learn,615,L23,learn,1.301064,1.301064,0,0,1,0.300775,size,0
x104,learn,616,L12,learn,0.452544,-0.452544,1,0,0,0.17336,size,0
x104,learn,617,L3,learn,0.62,1.07384,0,0,1,0.43517,size,0
x104,learn,618,L30,learn,0,-1.84,0,1,0,0.261345,size,0
x104,learn,619,L8,learn,1.84,0,0,0,1,0.518905,size,0
x104,learn,620,L6,learn,0.62,-1.07384,0,1,0,0.443005,size,0
x104,learn,621,L19,learn,-0.10352,-0.38636,1,1,1,0.59974,size,0
x104,learn,622,L32,learn,0.10352,-0.38636,1,1,1,0.41763,size,0
x104,learn,623,L25,learn,-1.07384,-0.62,0,1,0,0.68383,size,0
x104,learn,624,L17,learn,-0.452544,-0.452544,1,1,1,0.415015,size,0
x104,learn,625,L7,learn,-0.10352,0.38636,1,0,0,0.591705,size,0
x104,learn,626,L16,learn,0,0.64,1,0,0,0.40685,size,0
x104,learn,627,L21,learn,-1.301064,-1.301064,0,1,0,0.56832,size,0
x104,learn,628,L18,learn,-0.38636,0.10352,1,0,0,0.35134,size,0
x104,learn,629,L9,learn,0,-0.64,1,1,1,0.286905,size,0
x104,learn,630,L1,learn,-0.38636,-0.10352,1,1,1,0.419085,size,0
x104,learn,631,L11,learn,0.64,0,1,1,1,0.548585,size,0
x104,learn,632,L31,learn,0.38636,-0.10352,1,1,1,0.39944,size,0
x104,learn,633,L10,learn,0,1.84,0,0,1,0.405445,size,0
x104,learn,634,L20,learn,0.10352,0.38636,1,0,0,0.31826,size,0
x104,learn,635,L4,learn,-0.452544,0.452544,1,0,0,0.36161,size,0
x104,learn,636,L27,learn,1.301064,-1.301064,0,1,0,0.39697,size,0
x104,learn,637,L26,learn,-1.07384,0.62,0,0,1,0.40773,size,0
x104,learn,638,L5,learn,1.07384,0.62,0,0,1,0.37172,size,0
x104,learn,639,L22,learn,1.07384,-0.62,0,1,0,0.34964,size,0
x104,learn,640,L14,learn,0.38636,0.10352,1,0,0,0.424665,size,0
x104,learn,641,L18,learn,-0.38636,0.10352,1,1,1,0.343725,size,0
x104,learn,642,L5,learn,1.07384,0.62,0,0,1,0.31685,size,0
x104,learn,643,L31,learn,0.38636,-0.10352,1,0,0,0.418295,size,0
x104,learn,644,L21,learn,-1.301064,-1.301064,0,1,0,0.34005,size,0
x104,learn,645,L9,learn,0,-0.64,1,1,1,0.392985,size,0
x104,learn,646,L28,learn,-0.64,0,1,1,1,0.618405,size,0
x104,learn,647,L26,learn,-1.07384,0.62,0,0,1,0.487085,size,0
x104,learn,648,L4,learn,-0.452544,0.452544,1,0,0,0.5636,size,0
x104,learn,649,L14,learn,0.38636,0.10352,1,0,0,0.382,size,0
x104,learn,650,L29,learn,-1.84,0,0,0,1,0.406375,size,0
x104,learn,651,L22,learn,1.07384,-0.62,0,1,0,0.509525,size,0
x104,learn,652,L7,learn,-0.10352,0.38636,1,0,0,0.28905,size,0
x104,learn,653,L24,learn,-0.62,1.07384,0,0,1,0.29089,size,0
x104,learn,654,L2,learn,0.452544,0.452544,1,1,1,0.35722,size,0
x104,learn,655,L25,learn,-1.07384,-0.62,0,0,1,0.35243,size,0
x104,learn,656,L20,learn,0.10352,0.38636,1,0,0,0.43761,size,0
x104,learn,657,L15,learn,-1.301064,1.301064,0,0,1,0.400845,size,0
x104,learn,658,L8,learn,1.84,0,0,0,1,0.35245,size,0
x104,learn,659,L11,learn,0.64,0,1,0,0,0.379015,size,0
x104,learn,660,L6,learn,0.62,-1.07384,0,1,0,0.44718,size,0
x104,learn,661,L27,learn,1.301064,-1.301064,0,1,0,0.26713,size,0
x104,learn,662,L10,learn,0,1.84,0,1,0,0.26158,size,0
x104,learn,663,L17,learn,-0.452544,-0.452544,1,1,1,0.45115,size,0
x104,learn,664,L13,learn,-0.62,-1.07384,0,1,0,0.34081,size,0
x104,learn,665,L3,learn,0.62,1.07384,0,0,1,0.39299,size,0
x104,learn,666,L32,learn,0.10352,-0.38636,1,1,1,0.31491,size,0
x104,learn,667,L12,learn,0.452544,-0.452544,1,1,1,0.32705,size,0
x104,learn,668,L1,learn,-0.38636,-0.10352,1,1,1,0.27722,size,0
x104,learn,669,L30,learn,0,-1.84,0,1,0,0.353735,size,0
x104,learn,670,L16,learn,0,0.64,1,0,0,0.27958,size,0
x104,learn,671,L19,learn,-0.10352,-0.38636,1,1,1,0.36314,size,0
x104,learn,672,L23,learn,1.301064,1.301064,0,0,1,0.237045,size,0
x104,learn,673,L10,learn,0,1.84,0,0,1,0.535165,size,0
x104,learn,674,L18,learn,-0.38636,0.10352,1,0,0,0.395125,size,0
x104,learn,675,L25,learn,-1.07384,-0.62,0,1,0,0.276605,size,0
x104,learn,676,L13,learn,-0.62,-1.07384,0,1,0,0.38386,size,0
x104,learn,677,L30,learn,0,-1.84,0,1,0,0.34345,size,0
x104,learn,678,L3,learn,0.62,1.07384,0,0,1,0.376115,size,0
x104,learn,679,L29,learn,-1.84,0,0,0,1,0.89847,size,0
x104,learn,680,L14,learn,0.38636,0.10352,1,0,0,0.378525,size,0
x104,learn,681,L31,learn,0.38636,-0.10352,1,0,0,0.426675,size,0
x104,learn,682,L21,learn,-1.301064,-1.301064,0,1,0,0.38204,size,0
x104,learn,683,L28,learn,-0.64,0,1,0,0,0.3654,size,0
x104,learn,684,L22,learn,1.07384,-0.62,0,1,0,0.491585,size,0
x104,learn,685,L2,learn,0.452544,0.452544,1,0,0,0.47291,size,0
x104,learn,686,L5,learn,1.07384,0.62,0,0,1,0.46219,size,0
x104,learn,687,L32,learn,0.10352,-0.38636,1,1,1,0.52736,size,0
x104,learn,688,L6,learn,0.62,-1.07384,0,1,0,0.477585,size,0
x104,learn,689,L4,learn,-0.452544,0.452544,1,0,0,0.38693,size,0
x104,learn,690,L15,learn,-1.301064,1.301064,0,0,1,0.40404,size,0
x104,learn,691,L12,learn,0.452544,-0.452544,1,1,1,0.52866,size,0
x104,learn,692,L1,learn,-0.38636,-0.10352,1,1,1,0.464695,size,0
x104,learn,693,L7,learn,-0.10352,0.38636,1,0,0,0.34876,size,0
x104,learn,694,L17,learn,-0.452544,-0.452544,1,1,1,0.556155,size,0
x104,learn,695,L26,learn,-1.07384,0.62,0,0,1,0.520155,size,0
x104,learn,696,L20,learn,0.10352,0.38636,1,0,0,0.71038,size,0
x104,learn,697,L19,learn,-0.10352,-0.38636,1,1,1,0.45344,size,0
x104,learn,698,L24,learn,-0.62,1.07384,0,0,1,0.325765,size,0
x104,learn,699,L8,learn,1.84,0,0,0,1,0.30509,size,0
x104,learn,700,L27,learn,1.301064,-1.301064,0,1,0,0.32694,size,0
x104,learn,701,L9,learn,0,-0.64,1,1,1,0.494415,size,0
x104,learn,702,L23,learn,1.301064,1.301064,0,0,1,0.335545,size,0
x104,learn,703,L16,learn,0,0.64,1,0,0,0.345775,size,0
x104,learn,704,L11,learn,0.64,0,1,0,0,0.28806,size,0
x104,learn,705,L11,learn,0.64,0,1,0,0,0.410945,size,0
x104,learn,706,L4,learn,-0.452544,0.452544,1,0,0,0.316365,size,0
x104,learn,707,L2,learn,0.452544,0.452544,1,0,0,0.29991,size,0
x104,learn,708,L5,learn,1.07384,0.62,0,0,1,0.254315,size,0
x104,learn,709,L26,learn,-1.07384,0.62,0,0,1,0.290665,size,0
x104,learn,710,L24,learn,-0.62,1.07384,0,0,1,0.268395,size,0
x104,learn,711,L15,learn,-1.301064,1.301064,0,0,1,0.257645,size,0
x104,learn,712,L13,learn,-0.62,-1.07384,0,0,1,0.26205,size,0
x104,learn,713,L16,learn,0,0.64,1,0,0,0.359745,size,0
x104,learn,714,L28,learn,-0.64,0,1,0,0,0.634815,size,0
x104,learn,715,L18,learn,-0.38636,0.10352,1,0,0,0.461185,size,0
x104,learn,716,L30,learn,0,-1.84,0,1,0,0.370935,size,0
x104,learn,717,L1,learn,-0.38636,-0.10352,1,0,0,0.547025,size,0
x104,learn,718,L22,learn,1.07384,-0.62,0,1,0,0.3659,size,0
x104,learn,719,L32,learn,0.10352,-0.38636,1,1,1,0.330345,size,0
x104,learn,720,L23,learn,1.301064,1.301064,0,0,1,0.34903,size,0
x104,learn,721,L7,learn,-0.10352,0.38636,1,0,0,0.486335,size,0
x104,learn,722,L27,learn,1.301064,-1.301064,0,1,0,0.333465,size,0
x104,learn,723,L12,learn,0.452544,-0.452544,1,1,1,0.363465,size,0
x104,learn,724,L20,learn,0.10352,0.38636,1,0,0,0.301535,size,0
x104,learn,725,L25,learn,-1.07384,-0.62,0,1,0,0.349115,size,0
x104,learn,726,L9,learn,0,-0.64,1,1,1,0.488255,size,0
x104,learn,727,L31,learn,0.38636,-0.10352,1,0,0,0.34255,size,0
x104,learn,728,L29,learn,-1.84,0,0,0,1,0.77845,size,0
x104,learn,729,L3,learn,0.62,1.07384,0,0,1,0.35484,size,0
x104,learn,730,L8,learn,1.84,0,0,1,0,0.441605,size,0
x104,learn,731,L17,learn,-0.452544,-0.452544,1,1,1,0.52804,size,0
x104,learn,732,L21,learn,-1.301064,-1.301064,0,1,0,0.39167,size,0
x104,learn,733,L10,learn,0,1.84,0,0,1,0.37369,size,0
x104,learn,734,L14,learn,0.38636,0.10352,1,0,0,0.43514,size,0
x104,learn,735,L6,learn,0.62,-1.07384,0,1,0,0.38984,size,0
x104,learn,736,L19,learn,-0.10352,-0.38636,1,1,1,0.817265,size,0
x104,learn,737,L2,learn,0.452544,0.452544,1,0,0,0.614625,size,0
x104,learn,738,L16,learn,0,0.64,1,0,0,0.36644,size,0
x104,learn,739,L17,learn,-0.452544,-0.452544,1,1,1,0.32459,size,0
x104,learn,740,L31,learn,0.38636,-0.10352,1,1,1,0.512725,size,0
x104,learn,741,L29,learn,-1.84,0,0,1,0,0.358155,size,0
x104,learn,742,L32,learn,0.10352,-0.38636,1,1,1,0.428985,size,0
x104,learn,743,L7,learn,-0.10352,0.38636,1,0,0,0.51537,size,0
x104,learn,744,L19,learn,-0.10352,-0.38636,1,1,1,0.357235,size,0
x104,learn,745,L3,learn,0.62,1.07384,0,0,1,0.30334,size,0
x104,learn,746,L18,learn,-0.38636,0.10352,1,0,0,0.48534,size,0
x104,learn,747,L4,learn,-0.452544,0.452544,1,0,0,0.281335,size,0
x104,learn,748,L30,learn,0,-1.84,0,1,0,0.398705,size,0
x104,learn,749,L28,learn,-0.64,0,1,0,0,0.646645,size,0
x104,learn,750,L15,learn,-1.301064,1.301064,0,0,1,0.399355,size,0
x104,learn,751,L22,learn,1.07384,-0.62,0,1,0,0.50123,size,0
x104,learn,752,L10,learn,0,1.84,0,0,1,0.306085,size,0
x104,learn,753,L13,learn,-0.62,-1.07384,0,1,0,0.335875,size,0
x104,learn,754,L27,learn,1.301064,-1.301064,0,1,0,0.323445,size,0
x104,learn,755,L1,learn,-0.38636,-0.10352,1,1,1,0.51285,size,0
x104,learn,756,L12,learn,0.452544,-0.452544,1,1,1,0.35991,size,0
x104,learn,757,L23,learn,1.301064,1.301064,0,0,1,0.41412,size,0
x104,learn,758,L6,learn,0.62,-1.07384,0,1,0,0.2879,size,0
x104,learn,759,L9,learn,0,-0.64,1,1,1,0.279725,size,0
x104,learn,760,L20,learn,0.10352,0.38636,1,0,0,0.28679,size,0
x104,learn,761,L21,learn,-1.301064,-1.301064,0,1,0,0.447265,size,0
x104,learn,762,L8,learn,1.84,0,0,0,1,0.274755,size,0
x104,learn,763,L5,learn,1.07384,0.62,0,0,1,0.35281,size,0
x104,learn,764,L14,learn,0.38636,0.10352,1,0,0,0.23417,size,0
x104,learn,765,L24,learn,-0.62,1.07384,0,0,1,0.26344,size,0
x104,learn,766,L11,learn,0.64,0,1,0,0,0.45557,size,0
x104,learn,767,L25,learn,-1.07384,-0.62,0,1,0,0.30276,size,0
x104,learn,768,L26,learn,-1.07384,0.62,0,0,1,0.328685,size,0
x104,learn,769,L6,learn,0.62,-1.07384,0,1,0,0.40509,size,0
x104,learn,770,L18,learn,-0.38636,0.10352,1,0,0,0.39694,size,0
x104,learn,771,L7,learn,-0.10352,0.38636,1,0,0,0.460355,size,0
x104,learn,772,L30,learn,0,-1.84,0,1,0,0.387085,size,0
x104,learn,773,L9,learn,0,-0.64,1,0,0,0.263915,size,0
x104,learn,774,L28,learn,-0.64,0,1,0,0,0.87908,size,0
x104,learn,775,L31,learn,0.38636,-0.10352,1,1,1,0.76032,size,0
x104,learn,776,L27,learn,1.301064,-1.301064,0,1,0,0.37798,size,0
x104,learn,777,L10,learn,0,1.84,0,0,1,0.35823,size,0
x104,learn,778,L1,learn,-0.38636,-0.10352,1,1,1,0.463115,size,0
x104,learn,779,L5,learn,1.07384,0.62,0,0,1,0.32687,size,0
x104,learn,780,L2,learn,0.452544,0.452544,1,0,0,0.41493,size,0
x104,learn,781,L21,learn,-1.301064,-1.301064,0,1,0,0.419635,size,0
x104,learn,782,L15,learn,-1.301064,1.301064,0,0,1,0.34552,size,0
x104,learn,783,L3,learn,0.62,1.07384,0,0,1,0.28523,size,0
x104,learn,784,L8,learn,1.84,0,0,0,1,0.3176,size,0
x104,learn,785,L19,learn,-0.10352,-0.38636,1,1,1,0.310935,size,0
x104,learn,786,L20,learn,0.10352,0.38636,1,0,0,0.27352,size,0
x104,learn,787,L12,learn,0.452544,-0.452544,1,1,1,0.334415,size,0
x104,learn,788,L29,learn,-1.84,0,0,0,1,0.53338,size,0
x104,learn,789,L32,learn,0.10352,-0.38636,1,1,1,0.39439,size,0
x104,learn,790,L16,learn,0,0.64,1,0,0,0.357655,size,0
x104,learn,791,L24,learn,-0.62,1.07384,0,0,1,0.45526,size,0
x104,learn,792,L26,learn,-1.07384,0.62,0,0,1,0.330415,size,0
x104,learn,793,L17,learn,-0.452544,-0.452544,1,1,1,0.33792,size,0
x104,learn,794,L11,learn,0.64,0,1,0,0,0.55459,size,0
x104,learn,795,L4,learn,-0.452544,0.452544,1,0,0,0.380255,size,0
x104,learn,796,L14,learn,0.38636,0.10352,1,0,0,0.4362,size,0
x104,learn,797,L13,learn,-0.62,-1.07384,0,1,0,0.35107,size,0
x104,learn,798,L22,learn,1.07384,-0.62,0,1,0,0.392975,size,0
x104,learn,799,L23,learn,1.301064,1.301064,0,0,1,0.45235,size,0
x104,learn,800,L25,learn,-1.07384,-0.62,0,1,0,0.53477,size,0
x104,learn,801,L7,learn,-0.10352,0.38636,1,0,0,0.487095,size,0
x104,learn,802,L1,learn,-0.38636,-0.10352,1,1,1,0.26589,size,0
x104,learn,803,L25,learn,-1.07384,-0.62,0,1,0,0.386365,size,0
x104,learn,804,L28,learn,-0.64,0,1,0,0,0.57275,size,0
x104,learn,805,L4,learn,-0.452544,0.452544,1,1,1,0.326995,size,0
x104,learn,806,L19,learn,-0.10352,-0.38636,1,1,1,0.402655,size,0
x104,learn,807,L20,learn,0.10352,0.38636,1,0,0,0.361895,size,0
x104,learn,808,L23,learn,1.301064,1.301064,0,0,1,0.661725,size,0
x104,learn,809,L17,learn,-0.452544,-0.452544,1,1,1,0.35532,size,0
x104,learn,810,L6,learn,0.62,-1.07384,0,1,0,0.3329,size,0
x104,learn,811,L32,learn,0.10352,-0.38636,1,1,1,0.209205,size,0
x104,learn,812,L26,learn,-1.07384,0.62,0,0,1,0.40103,size,0
x104,learn,813,L8,learn,1.84,0,0,1,0,0.29619,size,0
x104,learn,814,L5,learn,1.07384,0.62,0,0,1,0.648005,size,0
x104,learn,815,L29,learn,-1.84,0,0,0,1,0.714395,size,0
x104,learn,816,L16,learn,0,0.64,1,0,0,0.383785,size,0
x104,learn,817,L3,learn,0.62,1.07384,0,0,1,0.39982,size,0
x104,learn,818,L12,learn,0.452544,-0.452544,1,1,1,0.433965,size,0
x104,learn,819,L11,learn,0.64,0,1,0,0,0.55181,size,0
x104,learn,820,L14,learn,0.38636,0.10352,1,0,0,0.51681,size,0
x104,learn,821,L30,learn,0,-1.84,0,1,0,0.390345,size,0
x104,learn,822,L10,learn,0,1.84,0,0,1,0.32189,size,0
x104,learn,823,L24,learn,-0.62,1.07384,0,0,1,0.65223,size,0
x104,learn,824,L18,learn,-0.38636,0.10352,1,0,0,0.67576,size,0
x104,learn,825,L31,learn,0.38636,-0.10352,1,0,0,0.66055,size,0
x104,learn,826,L13,learn,-0.62,-1.07384,0,1,0,0.352575,size,0
x104,learn,827,L22,learn,1.07384,-0.62,0,1,0,0.37883,size,0
x104,learn,828,L2,learn,0.452544,0.452544,1,0,0,0.54055,size,0
x104,learn,829,L9,learn,0,-0.64,1,1,1,0.302955,size,0
x104,learn,830,L15,learn,-1.301064,1.301064,0,0,1,0.44217,size,0
x104,learn,831,L27,learn,1.301064,-1.301064,0,1,0,0.51872,size,0
x104,learn,832,L21,learn,-1.301064,-1.301064,0,1,0,0.362205,size,0
x104,learn,833,L18,learn,-0.38636,0.10352,1,0,0,0.45881,size,0
x104,learn,834,L31,learn,0.38636,-0.10352,1,1,1,0.527395,size,0
x104,learn,835,L29,learn,-1.84,0,0,0,1,0.376675,size,0
x104,learn,836,L21,learn,-1.301064,-1.301064,0,1,0,0.35586,size,0
x104,learn,837,L28,learn,-0.64,0,1,0,0,0.52226,size,0
x104,learn,838,L30,learn,0,-1.84,0,1,0,0.36382,size,0
x104,learn,839,L20,learn,0.10352,0.38636,1,0,0,0.553425,size,0
x104,learn,840,L6,learn,0.62,-1.07384,0,1,0,0.403655,size,0
x104,learn,841,L17,learn,-0.452544,-0.452544,1,1,1,0.513265,size,0
x104,learn,842,L15,learn,-1.301064,1.301064,0,0,1,0.372705,size,0
x104,learn,843,L1,learn,-0.38636,-0.10352,1,1,1,0.46582,size,0
x104,learn,844,L14,learn,0.38636,0.10352,1,0,0,0.605755,size,0
x104,learn,845,L2,learn,0.452544,0.452544,1,0,0,0.45604,size,0
x104,learn,846,L22,learn,1.07384,-0.62,0,1,0,0.31196,size,0
x104,learn,847,L19,learn,-0.10352,-0.38636,1,1,1,0.518745,size,0
x104,learn,848,L26,learn,-1.07384,0.62,0,0,1,0.289365,size,0
x104,learn,849,L13,learn,-0.62,-1.07384,0,1,0,0.325655,size,0
x104,learn,850,L7,learn,-0.10352,0.38636,1,0,0,0.37671,size,0
x104,learn,851,L8,learn,1.84,0,0,1,0,0.396605,size,0
x104,learn,852,L10,learn,0,1.84,0,0,1,0.26669,size,0
x104,learn,853,L11,learn,0.64,0,1,0,0,0.488055,size,0
x104,learn,854,L24,learn,-0.62,1.07384,0,0,1,0.31937,size,0
x104,learn,855,L3,learn,0.62,1.07384,0,0,1,0.311125,size,0
x104,learn,856,L5,learn,1.07384,0.62,0,0,1,0.279875,size,0
x104,learn,857,L12,learn,0.452544,-0.452544,1,0,0,0.25427,size,0
x104,learn,858,L27,learn,1.301064,-1.301064,0,1,0,0.230695,size,0
x104,learn,859,L25,learn,-1.07384,-0.62,0,1,0,0.308825,size,0
x104,learn,860,L4,learn,-0.452544,0.452544,1,0,0,0.45671,size,0
x104,learn,861,L16,learn,0,0.64,1,0,0,0.313265,size,0
x104,learn,862,L23,learn,1.301064,1.301064,0,0,1,0.38742,size,0
x104,learn,863,L9,learn,0,-0.64,1,1,1,0.3316,size,0
x104,learn,864,L32,learn,0.10352,-0.38636,1,1,1,0.251645,size,0
x104,learn,865,L4,learn,-0.452544,0.452544,1,0,0,0.379,size,0
x104,learn,866,L15,learn,-1.301064,1.301064,0,0,1,0.429575,size,0
x104,learn,867,L19,learn,-0.10352,-0.38636,1,1,1,0.385785,size,0
x104,learn,868,L16,learn,0,0.64,1,0,0,0.64943,size,0
x104,learn,869,L6,learn,0.62,-1.07384,0,1,0,0.68718,size,0
x104,learn,870,L2,learn,0.452544,0.452544,1,0,0,0.35162,size,0
x104,learn,871,L7,learn,-0.10352,0.38636,1,1,1,0.32825,size,0
x104,learn,872,L30,learn,0,-1.84,0,1,0,0.35081,size,0
x104,learn,873,L5,learn,1.07384,0.62,0,0,1,0.32184,size,0
x104,learn,874,L23,learn,1.301064,1.301064,0,0,1,0.35196,size,0
x104,learn,875,L31,learn,0.38636,-0.10352,1,1,1,0.602995,size,0
x104,learn,876,L29,learn,-1.84,0,0,0,1,0.782885,size,0
x104,learn,877,L8,learn,1.84,0,0,0,1,0.775115,size,0
x104,learn,878,L20,learn,0.10352,0.38636,1,0,0,0.41725,size,0
x104,learn,879,L28,learn,-0.64,0,1,0,0,0.598845,size,0
x104,learn,880,L26,learn,-1.07384,0.62,0,0,1,0.35467,size,0
x104,learn,881,L14,learn,0.38636,0.10352,1,0,0,0.424105,size,0
x104,learn,882,L1,learn,-0.38636,-0.10352,1,1,1,0.5945,size,0
x104,learn,883,L25,learn,-1.07384,-0.62,0,1,0,0.398785,size,0
x104,learn,884,L10,learn,0,1.84,0,0,1,0.358055,size,0
x104,learn,885,L13,learn,-0.62,-1.07384,0,1,0,0.321545,size,0
x104,learn,886,L27,learn,1.301064,-1.301064,0,1,0,0.411215,size,0
x104,learn,887,L12,learn,0.452544,-0.452544,1,1,1,0.410925,size,0
x104,learn,888,L18,learn,-0.38636,0.10352,1,0,0,0.901285,size,0
x104,learn,889,L22,learn,1.07384,-0.62,0,1,0,0.36713,size,0
x104,learn,890,L3,learn,0.62,1.07384,0,0,1,0.345365,size,0
x104,learn,891,L21,learn,-1.301064,-1.301064,0,1,0,0.30563,size,0
x104,learn,892,L17,learn,-0.452544,-0.452544,1,1,1,0.36287,size,0
x104,learn,893,L24,learn,-0.62,1.07384,0,0,1,0.37323,size,0
x104,learn,894,L9,learn,0,-0.64,1,1,1,0.35037,size,0
x104,learn,895,L11,learn,0.64,0,1,0,0,0.634395,size,0
x104,learn,896,L32,learn,0.10352,-0.38636,1,1,1,0.359775,size,0
x104,learn,897,L11,learn,0.64,0,1,0,0,0.5099,size,0
x104,learn,898,L9,learn,0,-0.64,1,1,1,0.287315,size,0
x104,learn,899,L7,learn,-0.10352,0.38636,1,0,0,0.28958,size,0
x104,learn,900,L23,learn,1.301064,1.301064,0,0,1,0.334425,size,0
x104,learn,901,L28,learn,-0.64,0,1,0,0,0.75686,size,0
x104,learn,902,L19,learn,-0.10352,-0.38636,1,1,1,0.361365,size,0
x104,learn,903,L14,learn,0.38636,0.10352,1,0,0,0.397315,size,0
x104,learn,904,L30,learn,0,-1.84,0,1,0,0.31678,size,0
x104,learn,905,L13,learn,-0.62,-1.07384,0,1,0,0.24631,size,0
x104,learn,906,L24,learn,-0.62,1.07384,0,0,1,0.24887,size,0
x104,learn,907,L27,learn,1.301064,-1.301064,0,1,0,0.318535,size,0
x104,learn,908,L29,learn,-1.84,0,0,0,1,0.582525,size,0
x104,learn,909,L5,learn,1.07384,0.62,0,0,1,0.658935,size,0
x104,learn,910,L26,learn,-1.07384,0.62,0,0,1,0.43752,size,0
x104,learn,911,L31,learn,0.38636,-0.10352,1,1,1,0.4337,size,0
x104,learn,912,L10,learn,0,1.84,0,0,1,0.360325,size,0
x104,learn,913,L17,learn,-0.452544,-0.452544,1,1,1,0.35917,size,0
x104,learn,914,L20,learn,0.10352,0.38636,1,0,0,0.418665,size,0
x104,learn,915,L8,learn,1.84,0,0,0,1,0.677585,size,0
x104,learn,916,L3,learn,0.62,1.07384,0,0,1,0.422945,size,0
x104,learn,917,L2,learn,0.452544,0.452544,1,0,0,0.40622,size,0
x104,learn,918,L25,learn,-1.07384,-0.62,0,1,0,0.384305,size,0
x104,learn,919,L15,learn,-1.301064,1.301064,0,0,1,0.35047,size,0
x104,learn,920,L6,learn,0.62,-1.07384,0,1,0,0.510725,size,0
x104,learn,921,L4,learn,-0.452544,0.452544,1,0,0,0.424625,size,0
x104,learn,922,L32,learn,0.10352,-0.38636,1,1,1,0.535565,size,0
x104,learn,923,L21,learn,-1.301064,-1.301064,0,1,0,0.3125,size,0
x104,learn,924,L12,learn,0.452544,-0.452544,1,1,1,0.467285,size,0
x104,learn,925,L22,learn,1.07384,-0.62,0,1,0,0.34608,size,0
