subj,phase,trial,stim,stim_type,f1,f2,c,resp,corr,rt,f1_is,e_is
x101,learn,1011,L30,learn,0,-1.84,0,0,1,0.101045,angle,0
x101,learn,1012,L28,learn,-0.64,0,1,1,1,0.018245,angle,0
x101,learn,1013,L21,learn,-1.301064,-1.301064,0,0,1,0.051125,angle,0
x101,learn,1014,L2,learn,0.452544,0.452544,1,0,0,0.049695,angle,0
x101,learn,1015,L19,learn,-0.10352,-0.38636,1,1,1,0.00063,angle,0
x101,learn,1016,L24,learn,-0.62,1.07384,0,0,1,0.10015,angle,0
x101,learn,1017,L4,learn,-0.452544,0.452544,1,1,1,0.11782,angle,0
x101,learn,1018,L20,learn,0.10352,0.38636,1,0,0,0.049995,angle,0
x101,learn,1019,L7,learn,-0.10352,0.38636,1,1,1,0.09856,angle,0
x101,learn,1020,L11,learn,0.64,0,1,0,0,0.0163,angle,0
x101,learn,1021,L23,learn,1.301064,1.301064,0,1,0,0.00454,angle,0
x101,learn,1022,L15,learn,-1.301064,1.301064,0,0,1,0.08466,angle,0
x101,learn,1023,L22,learn,1.07384,-0.62,0,0,1,0.03848,angle,0
x101,learn,1024,L27,learn,1.301064,-1.301064,0,0,1,0.1019,angle,0
x101,learn,1025,L10,learn,0,1.84,0,1,0,0.052865,angle,0
x101,learn,1026,L4,learn,-0.452544,0.452544,1,0,0,0.111825,angle,0
x101,learn,1027,L19,learn,-0.10352,-0.38636,1,1,1,0.189615,angle,0
x101,learn,1028,L1,learn,-0.38636,-0.10352,1,1,1,0.058785,angle,0
x101,learn,1029,L31,learn,0.38636,-0.10352,1,1,1,0.07685,angle,0
x101,learn,1030,L27,learn,1.301064,-1.301064,0,1,0,0.12026,angle,0
x101,learn,1031,L9,learn,0,-0.64,1,1,1,0.014715,angle,0
x101,learn,1032,L7,learn,-0.10352,0.38636,1,1,1,0.16026,angle,0
x101,learn,1033,L8,learn,1.84,0,0,0,1,0.09644,angle,0
x101,learn,1034,L15,learn,-1.301064,1.301064,0,1,0,0.13017,angle,0
x101,learn,1035,L6,learn,0.62,-1.07384,0,1,0,0.11709,angle,0
x101,learn,1036,L5,learn,1.07384,0.62,0,1,0,0.183265,angle,0
x101,learn,1037,L18,learn,-0.38636,0.10352,1,1,1,0.48429,angle,0
x101,learn,1038,L20,learn,0.10352,0.38636,1,1,1,0.57309,angle,0
x101,learn,1039,L11,learn,0.64,0,1,1,1,0.050195,angle,0
x101,learn,1040,L16,learn,0,0.64,1,1,1,0.31785,angle,0
x101,learn,1041,L32,learn,0.10352,-0.38636,1,0,0,0.167035,angle,0
x101,learn,1042,L24,learn,-0.62,1.07384,0,1,0,0.05053,angle,0
x101,learn,1043,L21,learn,-1.301064,-1.301064,0,0,1,0.624635,angle,0
x101,learn,1044,L30,learn,0,-1.84,0,0,1,0.520635,angle,0
x101,learn,1045,L28,learn,-0.64,0,1,0,0,0.90352,angle,0
x101,learn,1046,L25,learn,-1.07384,-0.62,0,1,0,1.035355,angle,0
x101,learn,1047,L14,learn,0.38636,0.10352,1,1,1,0.802945,angle,0
x101,learn,1048,L17,learn,-0.452544,-0.452544,1,1,1,0.40737,angle,0
x101,learn,1049,L12,learn,0.452544,-0.452544,1,1,1,0.384205,angle,0
x101,learn,1050,L29,learn,-1.84,0,0,0,1,1.919295,angle,0
x101,learn,1051,L26,learn,-1.07384,0.62,0,0,1,1.74068,angle,0
x101,learn,1052,L13,learn,-0.62,-1.07384,0,0,1,0.132715,angle,0
x101,learn,1053,L23,learn,1.301064,1.301064,0,0,1,0.71944,angle,0
x101,learn,1054,L2,learn,0.452544,0.452544,1,0,0,0.538255,angle,0
x101,learn,1055,L3,learn,0.62,1.07384,0,1,0,0.172945,angle,0
x101,learn,1056,L22,learn,1.07384,-0.62,0,0,1,0.046995,angle,0
x101,learn,1057,L32,learn,0.10352,-0.38636,1,0,0,0.13394,angle,0
x101,learn,1058,L9,learn,0,-0.64,1,0,0,0.11585,angle,0
x101,learn,1059,L24,learn,-0.62,1.07384,0,0,1,0.08281,angle,0
x101,learn,1060,L23,learn,1.301064,1.301064,0,1,0,0.034415,angle,0
x101,learn,1061,L12,learn,0.452544,-0.452544,1,0,0,0.0112,angle,0
x101,learn,1062,L8,learn,1.84,0,0,0,1,0.0502,angle,0
x101,learn,1063,L26,learn,-1.07384,0.62,0,1,0,0.082105,angle,0
x101,learn,1064,L19,learn,-0.10352,-0.38636,1,0,0,0.0999,angle,0
x101,learn,1065,L14,learn,0.38636,0.10352,1,1,1,0.03434,angle,0
x101,learn,1066,L27,learn,1.301064,-1.301064,0,0,1,0.001,angle,0
x101,learn,1067,L5,learn,1.07384,0.62,0,1,0,0.030045,angle,0
x101,learn,1068,L4,learn,-0.452544,0.452544,1,0,0,0.066825,angle,0
x101,learn,1069,L15,learn,-1.301064,1.301064,0,1,0,0.08382,angle,0
x101,learn,1070,L6,learn,0.62,-1.07384,0,0,1,0.16445,angle,0
x101,learn,1071,L30,learn,0,-1.84,0,0,1,0.03216,angle,0
x101,learn,1072,L28,learn,-0.64,0,1,0,0,0.092855,angle,0
x101,learn,1073,L7,learn,-0.10352,0.38636,1,0,0,0.10527,angle,0
x101,learn,1074,L13,learn,-0.62,-1.07384,0,0,1,0.07102,angle,0
x101,learn,1075,L20,learn,0.10352,0.38636,1,0,0,0.03089,angle,0
x101,learn,1076,L18,learn,-0.38636,0.10352,1,0,0,0.18358,angle,0
x101,learn,1077,L11,learn,0.64,0,1,0,0,0.13308,angle,0
x101,learn,1078,L16,learn,0,0.64,1,0,0,0.167355,angle,0
x101,learn,1079,L31,learn,0.38636,-0.10352,1,1,1,0.117105,angle,0
x101,learn,1080,L29,learn,-1.84,0,0,0,1,0.00064,angle,0
x101,learn,1081,L10,learn,0,1.84,0,1,0,0.11631,angle,0
x101,learn,1082,L1,learn,-0.38636,-0.10352,1,0,0,0.13382,angle,0
x101,learn,1083,L22,learn,1.07384,-0.62,0,1,0,0.134175,angle,0
x101,learn,1084,L2,learn,0.452544,0.452544,1,0,0,0.11683,angle,0
x101,learn,1085,L25,learn,-1.07384,-0.62,0,1,0,0.16163,angle,0
x101,learn,1086,L3,learn,0.62,1.07384,0,0,1,0.19586,angle,0
x101,learn,1087,L17,learn,-0.452544,-0.452544,1,1,1,0.01795,angle,0
x101,learn,1088,L21,learn,-1.301064,-1.301064,0,0,1,0.037575,angle,0
x101,learn,1089,L19,learn,-0.10352,-0.38636,1,1,1,0.000545,angle,0
x101,learn,1090,L32,learn,0.10352,-0.38636,1,0,0,0.0934,angle,0
x101,learn,1091,L22,learn,1.07384,-0.62,0,1,0,0.15338,angle,0
x101,learn,1092,L6,learn,0.62,-1.07384,0,0,1,0.069325,angle,0
x101,learn,1093,L29,learn,-1.84,0,0,0,1,0.067625,angle,0
x101,learn,1094,L11,learn,0.64,0,1,1,1,0.955345,angle,0
x101,learn,1095,L28,learn,-0.64,0,1,1,1,0.28442,angle,0
x101,learn,1096,L15,learn,-1.301064,1.301064,0,1,0,0.33337,angle,0
x101,learn,1097,L8,learn,1.84,0,0,0,1,0.87012,angle,0
x101,learn,1098,L24,learn,-0.62,1.07384,0,0,1,0.55217,angle,0
x101,learn,1099,L9,learn,0,-0.64,1,1,1,1.540085,angle,0
x101,learn,1100,L3,learn,0.62,1.07384,0,0,1,0.58512,angle,0
x101,learn,1101,L1,learn,-0.38636,-0.10352,1,1,1,9.29568,angle,0
x101,learn,1102,L16,learn,0,0.64,1,0,0,1.03823,angle,0
x101,learn,1103,L7,learn,-0.10352,0.38636,1,1,1,0.75582,angle,0
x101,learn,1104,L17,learn,-0.452544,-0.452544,1,1,1,0.76252,angle,0
x101,learn,1105,L2,learn,0.452544,0.452544,1,0,0,0.65188,angle,0
x101,learn,1106,L18,learn,-0.38636,0.10352,1,0,0,0.417615,angle,0
x101,learn,1107,L5,learn,1.07384,0.62,0,0,1,0.703255,angle,0
x101,learn,1108,L30,learn,0,-1.84,0,0,1,0.587155,angle,0
x101,learn,1109,L4,learn,-0.452544,0.452544,1,1,1,0.85298,angle,0
x101,learn,1110,L26,learn,-1.07384,0.62,0,0,1,1.0704,angle,0
x101,learn,1111,L25,learn,-1.07384,-0.62,0,0,1,0.351545,angle,0
x101,learn,1112,L31,learn,0.38636,-0.10352,1,1,1,0.837895,angle,0
x101,learn,1113,L13,learn,-0.62,-1.07384,0,1,0,1.403855,angle,0
x101,learn,1114,L10,learn,0,1.84,0,0,1,0.753625,angle,0
x101,learn,1115,L21,learn,-1.301064,-1.301064,0,1,0,1.536175,angle,0
x101,learn,1116,L20,learn,0.10352,0.38636,1,1,1,4.92762,angle,0
x101,learn,1117,L14,learn,0.38636,0.10352,1,1,1,6.57676,angle,0
x101,learn,1118,L23,learn,1.301064,1.301064,0,0,1,5.26363,angle,0
x101,learn,1119,L12,learn,0.452544,-0.452544,1,1,1,1.08625,angle,0
x101,learn,1120,L27,learn,1.301064,-1.301064,0,1,0,0.483385,angle,0
x101,learn,1121,L7,learn,-0.10352,0.38636,1,0,0,0.634945,angle,0
x101,learn,1122,L15,learn,-1.301064,1.301064,0,0,1,0.66748,angle,0
x101,learn,1123,L11,learn,0.64,0,1,1,1,0.74505,angle,0
x101,learn,1124,L19,learn,-0.10352,-0.38636,1,1,1,0.94096,angle,0
x101,learn,1125,L31,learn,0.38636,-0.10352,1,1,1,1.209155,angle,0
x101,learn,1126,L23,learn,1.301064,1.301064,0,0,1,0.614015,angle,0
x101,learn,1127,L3,learn,0.62,1.07384,0,0,1,1.221835,angle,0
x101,learn,1128,L28,learn,-0.64,0,1,1,1,1.37577,angle,0
x101,learn,1129,L17,learn,-0.452544,-0.452544,1,1,1,0.636445,angle,0
x101,learn,1130,L1,learn,-0.38636,-0.10352,1,1,1,0.932445,angle,0
x101,learn,1131,L32,learn,0.10352,-0.38636,1,1,1,0.62204,angle,0
x101,learn,1132,L29,learn,-1.84,0,0,0,1,0.98454,angle,0
x101,learn,1133,L13,learn,-0.62,-1.07384,0,1,0,1.95925,angle,0
x101,learn,1134,L18,learn,-0.38636,0.10352,1,0,0,1.02109,angle,0
x101,learn,1135,L9,learn,0,-0.64,1,1,1,2.863455,angle,0
x101,learn,1136,L14,learn,0.38636,0.10352,1,0,0,1.05395,angle,0
x101,learn,1137,L10,learn,0,1.84,0,0,1,1.02298,angle,0
x101,learn,1138,L20,learn,0.10352,0.38636,1,1,1,0.636375,angle,0
x101,learn,1139,L24,learn,-0.62,1.07384,0,0,1,1.657255,angle,0
x101,learn,1140,L12,learn,0.452544,-0.452544,1,1,1,0.60316,angle,0
x101,learn,1141,L21,learn,-1.301064,-1.301064,0,1,0,0.73923,angle,0
x101,learn,1142,L2,learn,0.452544,0.452544,1,1,1,1.065795,angle,0
x101,learn,1143,L16,learn,0,0.64,1,1,1,0.806195,angle,0
x101,learn,1144,L22,learn,1.07384,-0.62,0,1,0,0.852645,angle,0
x101,learn,1145,L4,learn,-0.452544,0.452544,1,1,1,1.75801,angle,0
x101,learn,1146,L6,learn,0.62,-1.07384,0,1,0,0.71125,angle,0
x101,learn,1147,L30,learn,0,-1.84,0,0,1,0.821755,angle,0
x101,learn,1148,L27,learn,1.301064,-1.301064,0,0,1,2.566285,angle,0
x101,learn,1149,L25,learn,-1.07384,-0.62,0,0,1,1.380585,angle,0
x101,learn,1150,L5,learn,1.07384,0.62,0,0,1,1.400485,angle,0
x101,learn,1151,L8,learn,1.84,0,0,0,1,1.03768,angle,0
x101,learn,1152,L26,learn,-1.07384,0.62,0,0,1,1.222845,angle,0
x101,learn,1153,L22,learn,1.07384,-0.62,0,1,0,0.5831,angle,0
x101,learn,1154,L8,learn,1.84,0,0,1,0,1.9286,angle,0
x101,learn,1155,L5,learn,1.07384,0.62,0,0,1,0.72026,angle,0
x101,learn,1156,L18,learn,-0.38636,0.10352,1,1,1,0.6555,angle,0
x101,learn,1157,L31,learn,0.38636,-0.10352,1,1,1,1.26429,angle,0
x101,learn,1158,L21,learn,-1.301064,-1.301064,0,0,1,0.854255,angle,0
x101,learn,1159,L1,learn,-0.38636,-0.10352,1,1,1,1.26485,angle,0
x101,learn,1160,L19,learn,-0.10352,-0.38636,1,1,1,3.37718,angle,0
x101,learn,1161,L13,learn,-0.62,-1.07384,0,0,1,0.85405,angle,0
x101,learn,1162,L26,learn,-1.07384,0.62,0,0,1,0.7033,angle,0
x101,learn,1163,L30,learn,0,-1.84,0,0,1,0.67985,angle,0
x101,learn,1164,L29,learn,-1.84,0,0,0,1,3.60029,angle,0
x101,learn,1165,L25,learn,-1.07384,-0.62,0,1,0,1.720935,angle,0
x101,learn,1166,L7,learn,-0.10352,0.38636,1,0,0,1.20945,angle,0
x101,learn,1167,L10,learn,0,1.84,0,0,1,0.51383,angle,0
x101,learn,1168,L15,learn,-1.301064,1.301064,0,0,1,0.78579,angle,0
x101,learn,1169,L24,learn,-0.62,1.07384,0,0,1,0.875385,angle,0
x101,learn,1170,L9,learn,0,-0.64,1,0,0,0.68775,angle,0
x101,learn,1171,L23,learn,1.301064,1.301064,0,0,1,0.632885,angle,0
x101,learn,1172,L4,learn,-0.452544,0.452544,1,1,1,0.973455,angle,0
x101,learn,1173,L11,learn,0.64,0,1,1,1,0.80398,angle,0
x101,learn,1174,L17,learn,-0.452544,-0.452544,1,1,1,0.881325,angle,0
x101,learn,1175,L14,learn,0.38636,0.10352,1,1,1,0.93268,angle,0
x101,learn,1176,L32,learn,0.10352,-0.38636,1,1,1,0.93441,angle,0
x101,learn,1177,L16,learn,0,0.64,1,1,1,1.28587,angle,0
x101,learn,1178,L2,learn,0.452544,0.452544,1,0,0,1.36396,angle,0
x101,learn,1179,L3,learn,0.62,1.07384,0,0,1,0.76853,angle,0
x101,learn,1180,L12,learn,0.452544,-0.452544,1,1,1,1.490535,angle,0
x101,learn,1181,L27,learn,1.301064,-1.301064,0,0,1,3.293975,angle,0
x101,learn,1182,L20,learn,0.10352,0.38636,1,1,1,1.62123,angle,0
x101,learn,1183,L28,learn,-0.64,0,1,1,1,1.05732,angle,0
x101,learn,1184,L6,learn,0.62,-1.07384,0,0,1,1.57205,angle,0
x101,learn,1185,L28,learn,-0.64,0,1,1,1,0.96982,angle,0
x101,learn,1186,L23,learn,1.301064,1.301064,0,0,1,0.688445,angle,0
x101,learn,1187,L30,learn,0,-1.84,0,0,1,0.57021,angle,0
x101,learn,1188,L5,learn,1.07384,0.62,0,1,0,1.67056,angle,0
x101,learn,1189,L19,learn,-0.10352,-0.38636,1,1,1,2.411785,angle,0
x101,learn,1190,L15,learn,-1.301064,1.301064,0,0,1,0.62048,angle,0
x101,learn,1191,L7,learn,-0.10352,0.38636,1,1,1,1.036325,angle,0
x101,learn,1192,L3,learn,0.62,1.07384,0,0,1,0.86427,angle,0
x101,learn,1193,L27,learn,1.301064,-1.301064,0,0,1,1.470325,angle,0
x101,learn,1194,L18,learn,-0.38636,0.10352,1,1,1,0.781835,angle,0
x101,learn,1195,L2,learn,0.452544,0.452544,1,1,1,0.76384,angle,0
x101,learn,1196,L8,learn,1.84,0,0,0,1,0.852285,angle,0
x101,learn,1197,L11,learn,0.64,0,1,1,1,1.439975,angle,0
x101,learn,1198,L9,learn,0,-0.64,1,1,1,0.69248,angle,0
x101,learn,1199,L26,learn,-1.07384,0.62,0,0,1,1.071675,angle,0
x101,learn,1200,L29,learn,-1.84,0,0,1,0,0.83295,angle,0
x101,learn,1201,L4,learn,-0.452544,0.452544,1,0,0,1.05304,angle,0
x101,learn,1202,L12,learn,0.452544,-0.452544,1,1,1,1.003645,angle,0
x101,learn,1203,L17,learn,-0.452544,-0.452544,1,1,1,0.572865,angle,0
x101,learn,1204,L14,learn,0.38636,0.10352,1,1,1,0.868975,angle,0
x101,learn,1205,L25,learn,-1.07384,-0.62,0,1,0,0.85656,angle,0
x101,learn,1206,L20,learn,0.10352,0.38636,1,1,1,0.786965,angle,0
x101,learn,1207,L13,learn,-0.62,-1.07384,0,0,1,0.581225,angle,0
x101,learn,1208,L31,learn,0.38636,-0.10352,1,1,1,0.70679,angle,0
x101,learn,1209,L1,learn,-0.38636,-0.10352,1,1,1,0.602725,angle,0
x101,learn,1210,L16,learn,0,0.64,1,0,0,1.099705,angle,0
x101,learn,1211,L32,learn,0.10352,-0.38636,1,1,1,0.65241,angle,0
x101,learn,1212,L22,learn,1.07384,-0.62,0,0,1,1.07378,angle,0
x101,learn,1213,L24,learn,-0.62,1.07384,0,0,1,0.80488,angle,0
x101,learn,1214,L10,learn,0,1.84,0,0,1,0.71982,angle,0
x101,learn,1215,L21,learn,-1.301064,-1.301064,0,0,1,0.80402,angle,0
x101,learn,1216,L6,learn,0.62,-1.07384,0,0,1,1.46681,angle,0
x101,learn,1217,L6,learn,0.62,-1.07384,0,0,1,0.736705,angle,0
x101,learn,1218,L20,learn,0.10352,0.38636,1,1,1,2.19488,angle,0
x101,learn,1219,L4,learn,-0.452544,0.452544,1,0,0,2.356505,angle,0
x101,learn,1220,L27,learn,1.301064,-1.301064,0,1,0,1.008275,angle,0
x101,learn,1221,L32,learn,0.10352,-0.38636,1,1,1,0.56902,angle,0
x101,learn,1222,L29,learn,-1.84,0,0,0,1,4.215025,angle,0
x101,learn,1223,L16,learn,0,0.64,1,1,1,0.88401,angle,0
x101,learn,1224,L31,learn,0.38636,-0.10352,1,1,1,1.558545,angle,0
x101,learn,1225,L14,learn,0.38636,0.10352,1,1,1,0.717655,angle,0
x101,learn,1226,L2,learn,0.452544,0.452544,1,1,1,0.764475,angle,0
x101,learn,1227,L17,learn,-0.452544,-0.452544,1,1,1,1.1565,angle,0
x101,learn,1228,L21,learn,-1.301064,-1.301064,0,0,1,0.753255,angle,0
x101,learn,1229,L8,learn,1.84,0,0,0,1,1.976535,angle,0
x101,learn,1230,L5,learn,1.07384,0.62,0,0,1,0.78517,angle,0
x101,learn,1231,L30,learn,0,-1.84,0,0,1,0.705325,angle,0
x101,learn,1232,L22,learn,1.07384,-0.62,0,0,1,1.03647,angle,0
x101,learn,1233,L1,learn,-0.38636,-0.10352,1,1,1,0.670365,angle,0
x101,learn,1234,L15,learn,-1.301064,1.301064,0,0,1,0.6517,angle,0
x101,learn,1235,L13,learn,-0.62,-1.07384,0,0,1,2.09312,angle,0
x101,learn,1236,L12,learn,0.452544,-0.452544,1,1,1,0.76828,angle,0
x101,learn,1237,L10,learn,0,1.84,0,0,1,0.61706,angle,0
x101,learn,1238,L3,learn,0.62,1.07384,0,0,1,0.800365,angle,0
x101,learn,1239,L28,learn,-0.64,0,1,1,1,0.942165,angle,0
x101,learn,1240,L11,learn,0.64,0,1,0,0,1.071585,angle,0
x101,learn,1241,L25,learn,-1.07384,-0.62,0,1,0,1.07253,angle,0
x101,learn,1242,L23,learn,1.301064,1.301064,0,0,1,2.43447,angle,0
x101,learn,1243,L7,learn,-0.10352,0.38636,1,1,1,6.47039,angle,0
x101,learn,1244,L24,learn,-0.62,1.07384,0,0,1,1.2043,angle,0
x101,learn,1245,L18,learn,-0.38636,0.10352,1,1,1,0.82004,angle,0
x101,learn,1246,L9,learn,0,-0.64,1,1,1,0.72022,angle,0
x101,learn,1247,L19,learn,-0.10352,-0.38636,1,1,1,0.63154,angle,0
x101,learn,1248,L26,learn,-1.07384,0.62,0,0,1,0.98807,angle,0
x101,learn,1249,L14,learn,0.38636,0.10352,1,1,1,1.105285,angle,0
x101,learn,1250,L27,learn,1.301064,-1.301064,0,0,1,1.43508,angle,0
x101,learn,1251,L23,learn,1.301064,1.301064,0,0,1,0.73673,angle,0
x101,learn,1252,L24,learn,-0.62,1.07384,0,0,1,0.732245,angle,0
x101,learn,1253,L4,learn,-0.452544,0.452544,1,1,1,1.35814,angle,0
x101,learn,1254,L13,learn,-0.62,-1.07384,0,0,1,0.806255,angle,0
x101,learn,1255,L19,learn,-0.10352,-0.38636,1,1,1,1.041305,angle,0
x101,learn,1256,L25,learn,-1.07384,-0.62,0,0,1,1.811015,angle,0
x101,learn,1257,L16,learn,0,0.64,1,0,0,3.015025,angle,0
x101,learn,1258,L6,learn,0.62,-1.07384,0,0,1,0.884255,angle,0
x101,learn,1259,L21,learn,-1.301064,-1.301064,0,0,1,0.7201,angle,0
x101,learn,1260,L8,learn,1.84,0,0,0,1,1.11405,angle,0
x101,learn,1261,L11,learn,0.64,0,1,0,0,1.34185,angle,0
x101,learn,1262,L12,learn,0.452544,-0.452544,1,1,1,1.02586,angle,0
x101,learn,1263,L5,learn,1.07384,0.62,0,0,1,0.90329,angle,0
x101,learn,1264,L30,learn,0,-1.84,0,0,1,0.58407,angle,0
x101,learn,1265,L22,learn,1.07384,-0.62,0,1,0,0.71955,angle,0
x101,learn,1266,L29,learn,-1.84,0,0,0,1,1.004135,angle,0
x101,learn,1267,L9,learn,0,-0.64,1,1,1,0.84127,angle,0
x101,learn,1268,L17,learn,-0.452544,-0.452544,1,1,1,0.77059,angle,0
x101,learn,1269,L10,learn,0,1.84,0,0,1,0.61265,angle,0
x101,learn,1270,L18,learn,-0.38636,0.10352,1,1,1,0.904225,angle,0
x101,learn,1271,L31,learn,0.38636,-0.10352,1,1,1,0.61994,angle,0
x101,learn,1272,L3,learn,0.62,1.07384,0,0,1,0.623325,angle,0
x101,learn,1273,L20,learn,0.10352,0.38636,1,1,1,0.94212,angle,0
x101,learn,1274,L2,learn,0.452544,0.452544,1,1,1,0.653565,angle,0
x101,learn,1275,L1,learn,-0.38636,-0.10352,1,1,1,0.68194,angle,0
x101,learn,1276,L26,learn,-1.07384,0.62,0,0,1,0.85357,angle,0
x101,learn,1277,L7,learn,-0.10352,0.38636,1,1,1,3.615465,angle,0
x101,learn,1278,L28,learn,-0.64,0,1,1,1,1.40508,angle,0
x101,learn,1279,L32,learn,0.10352,-0.38636,1,1,1,1.10714,angle,0
x101,learn,1280,L15,learn,-1.301064,1.301064,0,0,1,0.683525,angle,0
x101,transfer,1281,L8,learn,1.84,0,0,0,1,1.356195,angle,0
x101,transfer,1282,L3,learn,0.62,1.07384,0,0,1,0.99817,angle,0
x101,transfer,1283,L11,learn,0.64,0,1,1,1,2.241575,angle,0
x101,transfer,1284,L10,learn,0,1.84,0,0,1,0.91938,angle,0
x101,transfer,1285,L18,learn,-0.38636,0.10352,1,1,1,0.69002,angle,0
x101,transfer,1286,L7,learn,-0.10352,0.38636,1,1,1,0.582965,angle,0
x101,transfer,1287,L25,learn,-1.07384,-0.62,0,1,0,3.196635,angle,0
x101,transfer,1288,L20,learn,0.10352,0.38636,1,1,1,0.737055,angle,0
x101,transfer,1289,T5,transfer,-0.7667,0.3067,,1,,1.47596,angle,0
x101,transfer,1290,T4,transfer,0.7667,-0.3067,,1,,0.67035,angle,0
x101,transfer,1291,T2,transfer,0.3067,-0.7667,,1,,0.757655,angle,0
x101,transfer,1292,L15,learn,-1.301064,1.301064,0,0,1,0.718785,angle,0
x101,transfer,1293,L22,learn,1.07384,-0.62,0,1,0,0.92347,angle,0
x101,transfer,1294,L19,learn,-0.10352,-0.38636,1,1,1,0.68079,angle,0
x101,transfer,1295,L30,learn,0,-1.84,0,0,1,0.68657,angle,0
x101,transfer,1296,T2,transfer,0.3067,-0.7667,,1,,1.303285,angle,0
x101,transfer,1297,L2,learn,0.452544,0.452544,1,1,1,1.290245,angle,0
x101,transfer,1298,L13,learn,-0.62,-1.07384,0,1,0,1.22112,angle,0
x101,transfer,1299,L15,learn,-1.301064,1.301064,0,0,1,0.702995,angle,0
x101,transfer,1300,L26,learn,-1.07384,0.62,0,1,0,1.56956,angle,0
x101,transfer,1301,L21,learn,-1.301064,-1.301064,0,0,1,2.00409,angle,0
x101,transfer,1302,L21,learn,-1.301064,-1.301064,0,0,1,1.72493,angle,0
x101,transfer,1303,L28,learn,-0.64,0,1,1,1,1.022195,angle,0
x101,transfer,1304,L14,learn,0.38636,0.10352,1,1,1,0.48036,angle,0
x101,transfer,1305,L29,learn,-1.84,0,0,0,1,1.072,angle,0
x101,transfer,1306,L16,learn,0,0.64,1,1,1,0.939215,angle,0
x101,transfer,1307,T2,transfer,0.3067,-0.7667,,1,,2.09837,angle,0
x101,transfer,1308,L10,learn,0,1.84,0,0,1,0.620155,angle,0
x101,transfer,1309,T8,transfer,0.3067,0.7667,,1,,1.0386,angle,0
x101,transfer,1310,L31,learn,0.38636,-0.10352,1,1,1,0.621555,angle,0
x101,transfer,1311,L13,learn,-0.62,-1.07384,0,1,0,0.887765,angle,0
x101,transfer,1312,L23,learn,1.301064,1.301064,0,0,1,0.59583,angle,0
x101,transfer,1313,T7,transfer,-0.3067,0.7667,,1,,1.06806,angle,0
x101,transfer,1314,L6,learn,0.62,-1.07384,0,0,1,0.552615,angle,0
x101,transfer,1315,L30,learn,0,-1.84,0,0,1,0.60253,angle,0
x101,transfer,1316,L28,learn,-0.64,0,1,1,1,0.653195,angle,0
x101,transfer,1317,T4,transfer,0.7667,-0.3067,,1,,0.936955,angle,0
x101,transfer,1318,L22,learn,1.07384,-0.62,0,0,1,1.35644,angle,0
x101,transfer,1319,T7,transfer,-0.3067,0.7667,,0,,2.05987,angle,0
x101,transfer,1320,L1,learn,-0.38636,-0.10352,1,1,1,0.80544,angle,0
x101,transfer,1321,L32,learn,0.10352,-0.38636,1,1,1,0.53735,angle,0
x101,transfer,1322,T1,transfer,-0.3067,-0.7667,,1,,1.32164,angle,0
x101,transfer,1323,L17,learn,-0.452544,-0.452544,1,1,1,0.53726,angle,0
x101,transfer,1324,T3,transfer,-0.7667,-0.3067,,1,,0.847055,angle,0
x101,transfer,1325,L17,learn,-0.452544,-0.452544,1,1,1,0.45185,angle,0
x101,transfer,1326,T4,transfer,0.7667,-0.3067,,0,,1.00056,angle,0
x101,transfer,1327,L27,learn,1.301064,-1.301064,0,0,1,1.52614,angle,0
x101,transfer,1328,L20,learn,0.10352,0.38636,1,1,1,0.87216,angle,0
x101,transfer,1329,T6,transfer,0.7667,0.3067,,1,,0.969925,angle,0
x101,transfer,1330,L16,learn,0,0.64,1,1,1,0.686135,angle,0
x101,transfer,1331,L14,learn,0.38636,0.10352,1,1,1,0.569695,angle,0
x101,transfer,1332,L4,learn,-0.452544,0.452544,1,1,1,0.534535,angle,0
x101,transfer,1333,L7,learn,-0.10352,0.38636,1,1,1,0.579305,angle,0
x101,transfer,1334,T3,transfer,-0.7667,-0.3067,,1,,0.46141,angle,0
x101,transfer,1335,L29,learn,-1.84,0,0,0,1,0.68215,angle,0
x101,transfer,1336,L8,learn,1.84,0,0,1,0,1.961075,angle,0
x101,transfer,1337,L23,learn,1.301064,1.301064,0,0,1,0.672665,angle,0
x101,transfer,1338,L9,learn,0,-0.64,1,1,1,0.787645,angle,0
x101,transfer,1339,L27,learn,1.301064,-1.301064,0,0,1,0.85175,angle,0
x101,transfer,1340,T5,transfer,-0.7667,0.3067,,1,,0.528025,angle,0
x101,transfer,1341,T8,transfer,0.3067,0.7667,,1,,0.838035,angle,0
x101,transfer,1342,L25,learn,-1.07384,-0.62,0,1,0,0.8005,angle,0
x101,transfer,1343,L6,learn,0.62,-1.07384,0,1,0,0.888495,angle,0
x101,transfer,1344,T8,transfer,0.3067,0.7667,,1,,0.803345,angle,0
x101,transfer,1345,T7,transfer,-0.3067,0.7667,,1,,0.56942,angle,0
x101,transfer,1346,L1,learn,-0.38636,-0.10352,1,1,1,0.48591,angle,0
x101,transfer,1347,L2,learn,0.452544,0.452544,1,1,1,0.51921,angle,0
x101,transfer,1348,L31,learn,0.38636,-0.10352,1,1,1,0.480195,angle,0
x101,transfer,1349,L24,learn,-0.62,1.07384,0,1,0,1.152425,angle,0
x101,transfer,1350,L24,learn,-0.62,1.07384,0,1,0,0.52856,angle,0
x101,transfer,1351,L5,learn,1.07384,0.62,0,1,0,1.11299,angle,0
